accuracy,epoch,loss,step,train_accuracy_epoch,validation_accuracy
0.375,0,1.5556414127349854,49,,
0.4375,0,1.3302533626556396,99,,
0.40625,0,1.424704670906067,149,,
0.34375,0,1.4940353631973267,199,,
0.3125,0,1.6712068319320679,249,,
0.3125,0,1.6291654109954834,299,,
0.28125,0,1.5093224048614502,349,,
0.125,0,1.6241308450698853,399,,
0.3125,0,1.505201816558838,449,,
0.28125,0,1.788862943649292,499,,
0.46875,0,1.5224186182022095,549,,
0.40625,0,1.5221796035766602,599,,
0.21875,0,1.5069289207458496,649,,
0.25,0,1.6731948852539062,699,,
0.3125,0,1.6224616765975952,749,,
0.3125,0,1.4157551527023315,799,,
0.3125,0,1.6142442226409912,849,,
0.5,0,1.4552611112594604,899,,
0.375,0,1.7251118421554565,949,,
0.53125,0,1.3582897186279297,999,,
0.3125,0,1.4530106782913208,1049,,
0.28125,0,1.7231659889221191,1099,,
0.125,0,1.9849008321762085,1149,,
0.3125,0,1.4385907649993896,1199,,
0.25,0,1.6505922079086304,1249,,
0.375,0,1.6017532348632812,1299,,
0.40625,0,1.46528959274292,1349,,
0.28125,0,1.5994057655334473,1399,,
0.28125,0,1.814104676246643,1449,,
0.40625,0,1.47718346118927,1499,,
0.34375,0,1.5494914054870605,1549,,
0.3125,0,1.552537202835083,1599,,
0.4375,0,1.673113226890564,1649,,
0.3125,0,1.5508548021316528,1699,,
0.3125,0,1.5585637092590332,1749,,
0.375,0,1.6353293657302856,1799,,
0.375,0,1.5046696662902832,1849,,
0.1875,0,1.5475003719329834,1899,,
0.25,0,1.434633493423462,1949,,
0.15625,0,1.841149926185608,1999,,
0.34375,0,1.6985058784484863,2049,,
0.28125,0,1.588460922241211,2099,,
0.375,0,1.6117591857910156,2149,,
0.3125,0,1.517332673072815,2199,,
0.3125,0,1.4516174793243408,2249,,
0.28125,0,1.659667730331421,2299,,
0.25,0,1.5144431591033936,2349,,
0.4375,0,1.5782161951065063,2399,,
0.40625,0,1.5119515657424927,2449,,
0.375,0,1.5805691480636597,2499,,
0.46875,0,1.539806604385376,2549,,
0.3125,0,1.536157488822937,2599,,
0.21875,0,1.7709230184555054,2649,,
0.3125,0,1.5276460647583008,2699,,
0.21875,0,1.6509790420532227,2749,,
0.4375,0,1.6365516185760498,2799,,
0.375,0,1.3596360683441162,2849,,
0.3125,0,1.495727300643921,2899,,
0.34375,0,1.5050114393234253,2949,,
0.375,0,1.4858613014221191,2999,,
0.28125,0,1.6628007888793945,3049,,
0.28125,0,1.5548160076141357,3099,,
0.40625,0,1.5715068578720093,3149,,
0.28125,0,1.5673115253448486,3199,,
0.4375,0,1.4759161472320557,3249,,
0.46875,0,1.4801167249679565,3299,,
0.34375,0,1.5382649898529053,3349,,
0.25,0,1.544998288154602,3399,,
0.28125,0,1.6216586828231812,3449,,
0.28125,0,1.83808434009552,3499,,
0.28125,0,1.566586971282959,3549,,
0.53125,0,1.4105130434036255,3599,,
0.25,0,1.560670256614685,3649,,
0.3125,0,1.4557667970657349,3699,,
0.3125,0,1.6253160238265991,3749,,
0.28125,0,1.7314343452453613,3799,,
0.375,0,1.5836303234100342,3849,,
0.3125,0,1.7192927598953247,3899,,
0.375,0,1.3932499885559082,3949,,
0.40625,0,1.6060209274291992,3999,,
0.3125,0,1.600621223449707,4049,,
0.3125,0,1.5881057977676392,4099,,
0.34375,0,1.7158820629119873,4149,,
0.28125,0,1.482800006866455,4199,,
0.3125,0,1.8641536235809326,4249,,
0.4375,0,1.5435532331466675,4299,,
0.375,0,1.592382550239563,4349,,
0.3125,0,1.566446304321289,4399,,
0.28125,0,1.6641509532928467,4449,,
0.3125,0,1.7016284465789795,4499,,
0.28125,0,1.5159852504730225,4549,,
0.3125,0,1.5585471391677856,4599,,
0.34375,0,1.5356413125991821,4649,,
0.3125,0,1.4873117208480835,4699,,
0.28125,0,1.5303537845611572,4749,,
0.25,0,1.673911213874817,4799,,
0.375,0,1.5278820991516113,4849,,
0.34375,0,1.617060661315918,4899,,
0.375,0,1.5313628911972046,4949,,
0.40625,0,1.429304599761963,4999,,
0.53125,0,1.3333741426467896,5049,,
0.3125,0,1.5851223468780518,5099,,
0.5625,0,1.4629485607147217,5149,,
0.375,0,1.500584363937378,5199,,
0.28125,0,1.5843271017074585,5249,,
0.34375,0,1.5702987909317017,5299,,
0.46875,0,1.4580881595611572,5349,,
0.25,0,1.682856798171997,5399,,
0.3125,0,1.6165320873260498,5449,,
0.28125,0,1.5060045719146729,5499,,
0.40625,0,1.5495200157165527,5549,,
0.34375,0,1.4294943809509277,5599,,
0.34375,0,1.6859087944030762,5649,,
0.21875,0,1.7108211517333984,5699,,
0.3125,0,1.6492431163787842,5749,,
0.3125,0,1.7413556575775146,5799,,
0.46875,0,1.5867388248443604,5849,,
0.34375,0,1.3614732027053833,5899,,
0.46875,0,1.3946293592453003,5949,,
0.40625,0,1.5009244680404663,5999,,
0.40625,0,1.4365426301956177,6049,,
0.46875,0,1.5232452154159546,6099,,
0.4375,0,1.4765106439590454,6149,,
0.40625,0,1.5746771097183228,6199,,
0.25,0,1.5583055019378662,6249,,
0.40625,0,1.4040794372558594,6299,,
0.40625,0,1.6128182411193848,6349,,
0.21875,0,1.737339973449707,6399,,
0.375,0,1.4628382921218872,6449,,
0.4375,0,1.515265941619873,6499,,
0.4375,0,1.4837688207626343,6549,,
0.28125,0,1.5953917503356934,6599,,
0.4375,0,1.585790991783142,6649,,
0.3125,0,1.7310600280761719,6699,,
0.25,0,1.5745244026184082,6749,,
0.28125,0,1.448667049407959,6799,,
0.3125,0,1.597662091255188,6849,,
0.3125,0,1.5456507205963135,6899,,
0.375,0,1.5957951545715332,6949,,
0.3125,0,1.6600046157836914,6999,,
0.4375,0,1.3945919275283813,7049,,
0.34375,0,1.5512083768844604,7099,,
0.40625,0,1.4756970405578613,7149,,
0.46875,0,1.448180913925171,7199,,
0.46875,0,1.4363209009170532,7249,,
0.34375,0,1.5115455389022827,7299,,
0.53125,0,1.4751739501953125,7349,,
0.15625,0,1.6975970268249512,7399,,
0.21875,0,1.816826343536377,7449,,
0.53125,0,1.3612818717956543,7499,,
0.28125,0,1.506103754043579,7549,,
0.28125,0,1.5741353034973145,7599,,
0.375,0,1.5027822256088257,7649,,
0.25,0,1.740347981452942,7699,,
0.34375,0,1.605069875717163,7749,,
0.3125,0,1.6051342487335205,7799,,
0.34375,0,1.6986780166625977,7849,,
0.34375,0,1.7722641229629517,7899,,
0.4375,0,1.4628891944885254,7949,,
0.21875,0,1.5602896213531494,7999,,
0.125,0,1.7951279878616333,8049,,
0.25,0,1.769022822380066,8099,,
0.21875,0,1.7788593769073486,8149,,
0.375,0,1.7016116380691528,8199,,
0.28125,0,1.7159761190414429,8249,,
0.3125,0,1.5181565284729004,8299,,
0.3125,0,1.6724488735198975,8349,,
0.3125,0,1.6243627071380615,8399,,
0.28125,0,1.6338133811950684,8449,,
0.125,0,1.93080735206604,8499,,
0.25,0,1.5345052480697632,8549,,
0.34375,0,1.4575190544128418,8599,,
0.3125,0,1.563702940940857,8649,,
0.40625,0,1.467427372932434,8699,,
0.21875,0,1.468632459640503,8749,,
0.3125,0,1.4231313467025757,8799,,
0.25,0,1.7733932733535767,8849,,
0.4375,0,1.4869753122329712,8899,,
0.1875,0,1.8944905996322632,8949,,
0.3125,0,1.6814894676208496,8999,,
0.25,0,1.75248122215271,9049,,
0.46875,0,1.4206055402755737,9099,,
,0,,9117,,0.33544620871543884
,0,,9117,0.0,
0.21875,1,1.6794899702072144,9149,,
0.28125,1,1.6469743251800537,9199,,
0.34375,1,1.4277716875076294,9249,,
0.3125,1,1.6848417520523071,9299,,
0.1875,1,1.6277775764465332,9349,,
0.375,1,1.4920849800109863,9399,,
0.34375,1,1.6603889465332031,9449,,
0.28125,1,1.533201813697815,9499,,
0.375,1,1.5774590969085693,9549,,
0.4375,1,1.4781941175460815,9599,,
0.3125,1,1.6104328632354736,9649,,
0.46875,1,1.5684959888458252,9699,,
0.3125,1,1.7877700328826904,9749,,
0.3125,1,1.5953177213668823,9799,,
0.40625,1,1.5391230583190918,9849,,
0.28125,1,1.7997652292251587,9899,,
0.5,1,1.5951988697052002,9949,,
0.34375,1,1.6125174760818481,9999,,
0.4375,1,1.4747142791748047,10049,,
0.3125,1,1.581794261932373,10099,,
0.34375,1,1.924432396888733,10149,,
0.375,1,1.5236800909042358,10199,,
0.28125,1,1.5539896488189697,10249,,
0.375,1,1.53876793384552,10299,,
0.4375,1,1.463273048400879,10349,,
0.28125,1,1.457904577255249,10399,,
0.28125,1,1.586127758026123,10449,,
0.40625,1,1.5581250190734863,10499,,
0.375,1,1.571996808052063,10549,,
0.34375,1,1.6181179285049438,10599,,
0.3125,1,1.5659799575805664,10649,,
0.34375,1,1.4969302415847778,10699,,
0.28125,1,1.6260852813720703,10749,,
0.46875,1,1.3406590223312378,10799,,
0.1875,1,1.631187915802002,10849,,
0.28125,1,1.660337209701538,10899,,
0.4375,1,1.567204475402832,10949,,
0.375,1,1.5392032861709595,10999,,
0.3125,1,1.5476477146148682,11049,,
0.28125,1,1.6096242666244507,11099,,
0.4375,1,1.5778074264526367,11149,,
0.375,1,1.5616905689239502,11199,,
0.375,1,1.3910760879516602,11249,,
0.40625,1,1.6099120378494263,11299,,
0.28125,1,1.520151972770691,11349,,
0.34375,1,1.5960025787353516,11399,,
0.375,1,1.705023169517517,11449,,
0.40625,1,1.5253589153289795,11499,,
0.1875,1,1.7164092063903809,11549,,
0.4375,1,1.4705015420913696,11599,,
0.40625,1,1.5360221862792969,11649,,
0.28125,1,1.5864349603652954,11699,,
0.3125,1,1.5256770849227905,11749,,
0.375,1,1.5836538076400757,11799,,
0.40625,1,1.5814100503921509,11849,,
0.5625,1,1.4150806665420532,11899,,
0.1875,1,1.5797040462493896,11949,,
0.1875,1,1.6362251043319702,11999,,
